Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.601,0.343,1.058,0.134,0.161,0.867,0.171,0.885,0.223,0.867,0.242,0.842,ref
O+Q,0.672,0.494,1.146,0.129,0.166,0.956,0.203,0.909,0.260,0.890,0.311,0.869,0.469
S,0.576,-0.190,0.769,0.135,0.161,0.821,0.172,0.882,0.197,0.854,0.356,0.847,-0.126
O+S,0.605,-0.083,0.835,0.134,0.161,0.819,0.173,0.883,0.220,0.866,0.223,0.844,0.032
O+Q+S,0.751,0.199,1.036,0.120,0.187,0.979,0.228,0.929,0.286,0.912,0.369,0.903,0.655
