Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.693,1.734,1.451,0.019,0.020,--,0.022,0.993,0.036,0.989,0.127,0.983,ref
O+Q,0.758,2.076,1.566,0.019,0.020,1.000,0.025,0.997,0.044,0.992,0.115,0.984,0.567
S,0.586,0.375,1.085,0.019,0.020,--,0.020,0.978,0.029,0.984,0.102,0.981,-0.282
O+S,0.684,1.708,1.440,0.019,0.020,--,0.022,0.991,0.036,0.989,0.111,0.981,-0.134
O+Q+S,0.734,2.143,1.575,0.019,0.020,1.000,0.024,0.998,0.043,0.991,0.133,0.984,0.196
