Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.547,0.784,1.232,0.017,--,0.982,--,0.982,--,0.982,--,0.982,ref
O+Q,0.615,2.797,1.758,0.017,--,0.982,--,0.982,--,0.982,--,0.982,0.466
S,0.520,-1.980,0.521,0.017,--,0.982,--,0.982,--,0.982,--,0.982,-0.153
O+S,0.525,-2.015,0.513,0.017,--,0.982,--,0.982,--,0.982,--,0.982,-0.074
O+Q+S,0.768,3.346,2.019,0.017,0.076,0.983,--,0.982,--,0.982,--,0.982,0.684
