Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.694,3.328,1.824,0.027,0.028,1.000,0.035,0.995,0.053,0.993,0.077,0.973,ref
O+Q,0.684,2.329,1.545,0.027,0.028,1.000,0.036,0.995,0.051,0.988,0.167,0.977,0.192
S,0.605,2.068,1.492,0.027,0.028,--,0.028,1.000,0.036,0.982,0.000,0.972,-0.656
O+S,0.676,3.159,1.781,0.027,0.028,--,0.031,0.997,0.054,0.994,0.080,0.973,-0.545
O+Q+S,0.672,1.828,1.420,0.027,0.028,--,0.032,0.995,0.048,0.987,0.102,0.974,-0.134
