Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.560,-2.681,0.509,0.005,0.005,0.995,0.007,0.996,--,0.995,--,0.995,ref
O+Q,0.565,-2.802,0.482,0.005,0.007,0.997,0.009,0.996,0.000,0.995,--,0.995,0.076
S,0.564,-0.850,0.872,0.005,0.005,0.995,0.009,0.995,0.043,0.995,--,0.995,0.074
O+S,0.550,-2.025,0.638,0.005,0.006,0.996,0.005,0.995,0.023,0.995,--,0.995,0.046
O+Q+S,0.542,-2.159,0.611,0.005,0.006,0.996,0.011,0.996,0.019,0.995,--,0.995,0.080
