Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.736,2.344,1.467,0.006,0.011,0.999,0.017,0.995,--,0.994,--,0.994,ref
O+Q,0.794,3.124,1.641,0.006,0.012,0.999,0.021,0.996,0.060,0.994,0.000,0.994,0.742
S,0.691,3.705,1.734,0.006,0.009,0.998,0.022,0.995,0.000,0.994,--,0.994,-0.344
O+S,0.741,2.738,1.550,0.006,0.011,0.999,0.019,0.996,0.000,0.994,--,0.994,-0.025
O+Q+S,0.781,3.313,1.678,0.006,0.012,0.999,0.023,0.996,0.000,0.993,--,0.994,0.439
