Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.601,-0.423,0.847,0.065,0.077,0.958,0.107,0.937,--,0.930,--,0.930,ref
O+Q,0.686,0.281,1.139,0.063,0.092,0.967,0.144,0.953,0.172,0.937,0.244,0.932,0.496
S,0.610,1.775,1.723,0.065,0.071,0.944,0.130,0.933,--,0.930,--,0.930,-0.103
O+S,0.625,0.238,1.114,0.064,0.078,0.962,0.122,0.940,0.277,0.931,--,0.930,0.163
O+Q+S,0.781,0.556,1.284,0.059,0.114,0.980,0.183,0.967,0.234,0.953,0.300,0.943,0.799
