threshold,strategy,net_benefit,model
0.005,O,0.01751329570372792,O
0.01,O,0.013263549259377845,O
0.015,O,0.008411380794592952,O
0.02,O,0.0058938407059043255,O
0.025,O,0.003560982569994677,O
0.03,O,0.002505727616415128,O
0.035,O,0.0023752385570245745,O
0.04,O,0.001492271459293882,O
0.045,O,0.0008291283668145728,O
0.05,O,0.00046038595139275343,O
0.055,O,0.00030848250458255955,O
0.06,O,0.00027948910681843263,O
0.065,O,0.0003110665425626201,O
0.07,O,0.00013979012925312582,O
0.075,O,0.00016168104866634916,O
0.08,O,7.900697036750221e-05,O
0.085,O,2.0852648896185533e-05,O
0.09,O,-0.00011233248959357165,O
0.095,O,-5.9614141960492754e-05,O
0.1,O,-4.7325261819513984e-05,O
0.005,Treat all,0.01751329570372792,O
0.01,Treat all,0.012551241641625535,O
0.015,Treat all,0.007538811396151554,O
0.02,Treat all,0.0024752339032747747,O
0.025,Treat all,-0.0026402777177340735,O
0.03,Treat all,-0.0078085265719491995,O
0.035,Treat all,-0.013030332409109557,O
0.04,Treat all,-0.018306532057073673,O
0.045,Treat all,-0.02363797986889081,O
0.05,Treat all,-0.029025548183990238,O
0.055,Treat all,-0.03447012780401135,O
0.06,Treat all,-0.03997262848381991,O
0.065,Treat all,-0.04553397943827885,O
0.07,Treat all,-0.05115512986536639,O
0.075,Treat all,-0.056837049486260234,O
0.08,Treat all,-0.06258072910303339,O
0.085,Treat all,-0.06838718117463469,O
0.09,Treat all,-0.07425744041185794,O
0.095,Treat all,-0.08019256439203395,O
0.1,Treat all,-0.08619363419421192,O
0.005,Treat none,0.0,O
0.01,Treat none,0.0,O
0.015,Treat none,0.0,O
0.02,Treat none,0.0,O
0.025,Treat none,0.0,O
0.03,Treat none,0.0,O
0.035,Treat none,0.0,O
0.04,Treat none,0.0,O
0.045,Treat none,0.0,O
0.05,Treat none,0.0,O
0.055,Treat none,0.0,O
0.06,Treat none,0.0,O
0.065,Treat none,0.0,O
0.07,Treat none,0.0,O
0.075,Treat none,0.0,O
0.08,Treat none,0.0,O
0.085,Treat none,0.0,O
0.09,Treat none,0.0,O
0.095,Treat none,0.0,O
0.1,Treat none,0.0,O
0.005,O+Q,0.017535412534628494,O+Q
0.01,O+Q,0.012763878807609909,O+Q
0.015,O+Q,0.00946543111732163,O+Q
0.02,O+Q,0.007603219050103274,O+Q
0.025,O+Q,0.005666610642669334,O+Q
0.03,O+Q,0.0042241464827990835,O+Q
0.035,O+Q,0.003924105914000721,O+Q
0.04,O+Q,0.00349052963879891,O+Q
0.045,O+Q,0.002427220206074116,O+Q
0.05,O+Q,0.0019292756928208192,O+Q
0.055,O+Q,0.0013480582743409695,O+Q
