Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.486,-4.755,0.177,0.003,0.006,0.997,--,0.997,--,0.997,--,0.997,ref
O+Q,0.740,5.662,1.998,0.003,0.009,0.997,0.000,0.997,--,0.997,--,0.997,0.924
S,0.619,-1.595,0.717,0.003,0.007,0.998,0.000,0.997,--,0.997,--,0.997,0.606
O+S,0.621,-1.352,0.759,0.003,0.005,0.997,0.000,0.997,--,0.997,--,0.997,0.581
O+Q+S,0.680,-0.255,0.952,0.003,0.009,0.998,0.000,0.997,0.000,0.997,--,0.997,0.626
