threshold,strategy,net_benefit,model
0.005,O,0.05067067896246083,O
0.01,O,0.04587608643196821,O
0.015,O,0.04100912879973687,O
0.02,O,0.03623068548601535,O
0.025,O,0.03257041412239238,O
0.03,O,0.02650782544112552,O
0.035,O,0.021462010525530283,O
0.04,O,0.0198811494693241,O
0.045,O,0.017810604958247024,O
0.05,O,0.015387995043162118,O
0.055,O,0.011872227267760667,O
0.06,O,0.00966341073145979,O
0.065,O,0.008127867871408408,O
0.07,O,0.006978469979650689,O
0.075,O,0.006658953573142892,O
0.08,O,0.0054049539356654545,O
0.085,O,0.004469997452524358,O
0.09,O,0.0032248688875941315,O
0.095,O,0.0024799439161416036,O
0.1,O,0.0023242515980330704,O
0.005,Treat all,0.05067067896246083,O
0.01,Treat all,0.04587608643196821,O
0.015,Treat all,0.04103281783517617,O
0.02,Treat all,0.0361401281302536,O
0.025,Treat all,0.031197256992460027,O
0.03,Treat all,0.026203428420256216,O
0.035,Treat all,0.021157850329169454,O
0.04,Treat all,0.016059714132967216,O
0.045,Treat all,0.01090819431167385,O
0.05,Treat all,0.005702447965945816,O
0.055,Treat all,0.00044161435730002974,O
0.06,Treat all,-0.004875185566331347,O
0.065,Treat all,-0.010248849660268955,O
0.07,Treat all,-0.015680295088549984,O
0.075,Treat all,-0.02117045884578536,O
0.08,Treat all,-0.0267202982960342,O
0.085,Treat all,-0.03233079172934587,O
0.09,Treat all,-0.038002938936649966,O
0.095,Treat all,-0.04373776180370327,O
0.1,Treat all,-0.049536304924834976,O
0.005,Treat none,0.0,O
0.01,Treat none,0.0,O
0.015,Treat none,0.0,O
0.02,Treat none,0.0,O
0.025,Treat none,0.0,O
0.03,Treat none,0.0,O
0.035,Treat none,0.0,O
0.04,Treat none,0.0,O
0.045,Treat none,0.0,O
0.05,Treat none,0.0,O
0.055,Treat none,0.0,O
0.06,Treat none,0.0,O
0.065,Treat none,0.0,O
0.07,Treat none,0.0,O
0.075,Treat none,0.0,O
0.08,Treat none,0.0,O
0.085,Treat none,0.0,O
0.09,Treat none,0.0,O
0.095,Treat none,0.0,O
0.1,Treat none,0.0,O
0.005,O+Q,0.05067067896246083,O+Q
0.01,O+Q,0.04588642737033781,O+Q
0.015,O+Q,0.041508232711944065,O+Q
0.02,O+Q,0.03744847349873602,O+Q
0.025,O+Q,0.03233261466757231,O+Q
0.03,O+Q,0.028067835802590785,O+Q
0.035,O+Q,0.024981311979060474,O+Q
0.04,O+Q,0.022862088818952006,O+Q
0.045,O+Q,0.01914297081460393,O+Q
0.05,O+Q,0.01591217675856433,O+Q
0.055,O+Q,0.013725401903879091,O+Q
0.06,O+Q,0.012239733459022442,O+Q
0.065,O+Q,0.009575788378149803,O+Q
0.07,O+Q,0.00896489993467518,O+Q
0.075,O+Q,0.008679851915175544,O+Q
0.08,O+Q,0.00801947832753535,O+Q
0.085,O+Q,0.007015751140955998,O+Q
0.09,O+Q,0.00574035261398144,O+Q
0.095,O+Q,0.005082126069759883,O+Q
0.1,O+Q,0.004391114759071936,O+Q
0.005,Treat all,0.05067067896246083,O+Q
0.01,Treat all,0.04587608643196821,O+Q
0.015,Treat all,0.04103281783517617,O+Q
0.02,Treat all,0.0361401281302536,O+Q
0.025,Treat all,0.031197256992460027,O+Q
0.03,Treat all,0.026203428420256216,O+Q
0.035,Treat all,0.021157850329169454,O+Q
0.04,Treat all,0.016059714132967216,O+Q
0.045,Treat all,0.01090819431167385,O+Q
0.05,Treat all,0.005702447965945816,O+Q
0.055,Treat all,0.00044161435730002974,O+Q
0.06,Treat all,-0.004875185566331347,O+Q
0.065,Treat all,-0.010248849660268955,O+Q
0.07,Treat all,-0.015680295088549984,O+Q
0.075,Treat all,-0.02117045884578536,O+Q
0.08,Treat all,-0.0267202982960342,O+Q
0.085,Treat all,-0.03233079172934587,O+Q
0.09,Treat all,-0.038002938936649966,O+Q
0.095,Treat all,-0.04373776180370327,O+Q
0.1,Treat all,-0.049536304924834976,O+Q
0.005,Treat none,0.0,O+Q
0.01,Treat none,0.0,O+Q
0.015,Treat none,0.0,O+Q
0.02,Treat none,0.0,O+Q
0.025,Treat none,0.0,O+Q
0.03,Treat none,0.0,O+Q
0.035,Treat none,0.0,O+Q
0.04,Treat none,0.0,O+Q
0.045,Treat none,0.0,O+Q
0.05,Treat none,0.0,O+Q
0.055,Treat none,0.0,O+Q
0.06,Treat none,0.0,O+Q
0.065,Treat none,0.0,O+Q
0.07,Treat none,0.0,O+Q
0.075,Treat none,0.0,O+Q
0.08,Treat none,0.0,O+Q
0.085,Treat none,0.0,O+Q
0.09,Treat none,0.0,O+Q
0.095,Treat none,0.0,O+Q
0.1,Treat none,0.0,O+Q
0.005,S,0.05067067896246083,S
0.01,S,0.04587608643196821,S
0.015,S,0.04103281783517617,S
0.02,S,0.0362306641008772,S
0.025,S,0.030599942286572646,S
0.03,S,0.025768046693789827,S
0.035,S,0.01960667589092819,S
0.04,S,0.013542474789032241,S
0.045,S,0.009575918984372996,S
0.05,S,0.006404175910694676,S
0.055,S,0.005047990225711072,S
0.06,S,0.0044398815203700774,S
0.065,S,0.0030389994452436446,S
0.07,S,0.00229800757113238,S
0.075,S,0.0019236810041123637,S
0.08,S,0.0015291545160883583,S
0.085,S,0.001211968576371308,S
0.09,S,0.0009657182375610177,S
0.095,S,0.0009456887418292326,S
0.1,S,0.0007109605389978328,S
0.005,Treat all,0.05067067896246083,S
0.01,Treat all,0.04587608643196821,S
0.015,Treat all,0.04103281783517617,S
0.02,Treat all,0.0361401281302536,S
0.025,Treat all,0.031197256992460027,S
0.03,Treat all,0.026203428420256216,S
0.035,Treat all,0.021157850329169454,S
0.04,Treat all,0.016059714132967216,S
0.045,Treat all,0.01090819431167385,S
0.05,Treat all,0.005702447965945816,S
0.055,Treat all,0.00044161435730002974,S
0.06,Treat all,-0.004875185566331347,S
0.065,Treat all,-0.010248849660268955,S
0.07,Treat all,-0.015680295088549984,S
0.075,Treat all,-0.02117045884578536,S
0.08,Treat all,-0.0267202982960342,S
0.085,Treat all,-0.03233079172934587,S
0.09,Treat all,-0.038002938936649966,S
0.095,Treat all,-0.04373776180370327,S
