threshold,nb_model_mean,nb_model_ci_low,nb_model_ci_high
0.005,0.00028704681205061545,-0.0006314434708327708,0.0015392989433710186
0.01,0.000600410589470784,-0.0003205954341627215,0.0018531537245273413
0.015,0.00018037461266114118,-0.00017263669682274295,0.0008385177999535247
0.02,-6.665506929036479e-05,-0.00011236337007635368,-3.304724736448997e-05
0.025,-2.5088944451523303e-05,-5.813233323592984e-05,0.0
0.03,0.0,0.0,0.0
0.035,0.0,0.0,0.0
0.04,0.0,0.0,0.0
0.045,0.0,0.0,0.0
0.05,0.0,0.0,0.0
0.055,0.0,0.0,0.0
0.06,0.0,0.0,0.0
0.065,0.0,0.0,0.0
0.07,0.0,0.0,0.0
0.075,0.0,0.0,0.0
0.08,0.0,0.0,0.0
0.085,0.0,0.0,0.0
0.09,0.0,0.0,0.0
0.095,0.0,0.0,0.0
0.1,0.0,0.0,0.0
