Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.604,0.007,0.861,0.137,0.166,0.938,0.179,0.895,0.225,0.858,0.273,0.839,ref
O+Q,0.647,-0.032,0.839,0.134,0.168,0.924,0.206,0.897,0.232,0.873,0.264,0.859,0.341
S,0.585,0.499,1.107,0.138,0.165,--,0.179,0.893,0.214,0.850,0.234,0.836,-0.084
O+S,0.619,0.149,0.935,0.136,0.166,0.874,0.192,0.900,0.238,0.865,0.282,0.849,0.291
O+Q+S,0.734,0.057,0.899,0.126,0.193,0.970,0.243,0.924,0.289,0.902,0.288,0.876,0.596
