threshold,nb_model_mean,nb_model_ci_low,nb_model_ci_high
0.02,0.10631674131347811,0.09046067048552846,0.12344333182270009
0.03,0.10005022798420721,0.0837735269820417,0.11725254851895606
0.04,0.093703207720788,0.07781402273097468,0.110444389867019
0.05,0.08771063868138285,0.07227038585127707,0.10394345433217346
0.06,0.07930917087423695,0.06472614063205308,0.09485215145174525
0.07,0.07487455429478827,0.060372145370250034,0.0899729804438178
0.08,0.07058126239739365,0.056780533631116695,0.085140319037801
0.09,0.06798108468240888,0.054861932111737934,0.08180858428241129
0.1,0.06571593858556757,0.05307500614505414,0.07952377897989563
0.11,0.06213163672217323,0.049563104029924525,0.07589982334299393
0.12,0.061787642464875815,0.04932202016724124,0.07544859787608907
0.13,0.05928416613231001,0.04694639375145746,0.07210476576331477
0.14,0.056174004702532074,0.044012270795869536,0.06885650249496268
0.15,0.05368644596149304,0.041726291417985686,0.06578581150244919
0.16,0.05247824566375593,0.04112023285133162,0.06401490227426956
0.17,0.051171929154233596,0.039700502467500995,0.06257123985994799
0.18,0.0482471871548936,0.036923137580986594,0.05967367982286348
0.19,0.04500856738449548,0.033883676618756256,0.05604406883978245
0.2,0.04046150851354713,0.029366752729444313,0.051428978083882075
0.21,0.03912693991119823,0.028114399516138894,0.04994948155250027
0.22,0.038512311154117934,0.027580247392840575,0.04921527582017966
0.23,0.03551837404151251,0.024558741399513563,0.046308467196875515
0.24,0.03323546311211304,0.022139991640192976,0.044044772393825864
0.25,0.0331692205659204,0.022281941073987073,0.04403176644156432
0.26,0.03097945193163747,0.020798787985903917,0.04185377727987769
0.27,0.029351367513833212,0.019367528140974925,0.040192658063357235
0.28,0.028181160490544734,0.018478796881826857,0.038888589433096206
0.29,0.028044827749284865,0.018770228522587886,0.03791459785416031
0.3,0.028090282042415565,0.01874342018554811,0.0379179959719324
0.31,0.027250330459869743,0.017733985829297756,0.03720063589262195
0.32,0.025969649031170737,0.016741398007398618,0.035202630697750106
0.33,0.023618127900481917,0.014211984428203102,0.033497204194283786
0.34,0.024798570242512932,0.015316595475450208,0.03458950486647195
0.35,0.024267055289233723,0.014928024313764955,0.03345825060363374
