threshold,nb_model_mean,nb_model_ci_low,nb_model_ci_high
0.02,0.10613302456816577,0.09001688175579352,0.123458532917344
0.03,0.09729306570122798,0.08155680737642701,0.11421518223275262
0.04,0.08803319878671227,0.07257278354461154,0.1048818358789135
0.05,0.08512723278818583,0.06902681338837244,0.10161834201867193
0.06,0.07818854748532739,0.0632874729772954,0.09392079636463327
0.07,0.07431460895040057,0.05995934398723468,0.08964595307566746
0.08,0.07158796917246148,0.0571997551342971,0.08662072497454028
0.09,0.06513107333466325,0.0506823680439756,0.08005700510528362
0.1,0.06145985417916065,0.04770704347268814,0.07576641147489784
0.11,0.057986853441056016,0.044656843905356174,0.07220634250012171
0.12,0.0527779106093988,0.03991257255912924,0.06733632298767597
0.13,0.04988811320773279,0.03728513619733824,0.06349055434516175
0.14,0.04859200818606597,0.03625511181384752,0.06160074105818649
0.15,0.047612996756071946,0.03584941821358298,0.061150801900534464
0.16,0.043984113820306245,0.03235668157081807,0.05641113233066179
0.17,0.042096408577240514,0.030519404893717336,0.05464605857681308
0.18,0.0383122887057715,0.026844396657486336,0.05076636276217926
0.19,0.03655265372997343,0.02532548971940071,0.048444376447215824
0.2,0.03496716124453672,0.02450321890997102,0.04635191225338938
0.21,0.03530782279526004,0.02518596376409261,0.04653478919979419
0.22,0.03120104227917961,0.022112947584261335,0.04114059241133417
0.23,0.029593625739127036,0.020292119351886382,0.0393962434255575
0.24,0.030495799387546967,0.021382869233374464,0.040291472696839505
0.25,0.030384542248602604,0.02139823983353115,0.0397442583525581
0.26,0.02995824486889689,0.02069920326908289,0.03938409509701375
0.27,0.029805604605768005,0.02071719499965006,0.039245887688216206
0.28,0.02984974887620568,0.021074885988555433,0.03922554897629705
0.29,0.027267116911267753,0.018682518886099342,0.03693288887409349
0.3,0.02404884096571638,0.015517300495236981,0.03320844642738142
0.31,0.02377710754381221,0.015471416128880647,0.03301344731195015
0.32,0.023936681911435522,0.01569827756281389,0.03271088211282385
0.33,0.02384694062006122,0.015544185452051072,0.03282937274566411
0.34,0.023152310806947962,0.015455257190976837,0.03130054832681501
0.35,0.021305321800485832,0.013434465850136624,0.029497338510951626
