threshold,nb_model_mean,nb_model_ci_low,nb_model_ci_high
0.02,0.10602239285957822,0.09023847659451108,0.1230618288971792
0.03,0.09604537889678397,0.07971146577091136,0.11324708658210318
0.04,0.09124582397882974,0.07460076237885337,0.10851575682117269
0.05,0.08484315461972626,0.06895349555760648,0.10117142680772583
0.06,0.08070617036464646,0.06492614167017068,0.09585686742206351
0.07,0.0733543334971772,0.05828386947416886,0.08734109184380486
0.08,0.07121985753461499,0.056776572501919996,0.08553040208306632
0.09,0.06937744745689917,0.05528921639301156,0.08286682825813414
0.1,0.065486973067758,0.051161246270492816,0.07923311618970708
0.11,0.06307284611101077,0.04966349548095094,0.07662398080628628
0.12,0.05983202824618703,0.046925133697107976,0.07328787906729922
0.13,0.05560198478030907,0.043140038429441786,0.06947578973235247
0.14,0.05287194738319481,0.040676452795237156,0.06571336405498872
0.15,0.05066133590429976,0.03865425303697634,0.06309257367323276
0.16,0.049066179704718355,0.03686229833853544,0.06146661305375174
0.17,0.04368865184684051,0.031712296181601894,0.055760466373045964
0.18,0.04271835932056801,0.0309344221770511,0.05462996075306302
0.19,0.041839581702321445,0.03037842086222528,0.05398404244626126
0.2,0.03692688967083233,0.02575070691440185,0.04825691701658576
0.21,0.03471960074665162,0.02434734334264261,0.04564084556449331
0.22,0.03454107042227757,0.024102938048274434,0.044595068188045914
0.23,0.03306009320575697,0.022805669516826787,0.04283481967066027
0.24,0.031076238442323614,0.020935184288972057,0.040775571111901936
0.25,0.030351798593813636,0.020324204183538544,0.03990383848889867
0.26,0.02948808861845984,0.01944185877492519,0.0390770745051522
0.27,0.02916801596952048,0.01918820252120066,0.03879187588745652
0.28,0.027627720207649118,0.017843085244452314,0.0373713802639849
0.29,0.02513869585764963,0.015578331122340413,0.034354208046984656
0.3,0.02393420812308869,0.014079714995534159,0.032863387989816584
0.31,0.02223197909140804,0.012544660537285925,0.031468686066512
0.32,0.019706481830655015,0.010280273141643988,0.02861794371262046
0.33,0.019281660133794225,0.009628684187559342,0.028404716679462684
0.34,0.018509300380931983,0.008874958001240007,0.027266741417401808
0.35,0.018651617143854868,0.00953175317336118,0.02711435672957488
