Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.738,1.029,1.337,0.090,0.175,0.970,0.299,0.944,0.410,0.929,0.513,0.914,ref
O+Q,0.781,0.619,1.132,0.085,0.211,0.967,0.322,0.945,0.432,0.929,0.594,0.926,0.478
S,0.720,0.392,1.063,0.097,0.147,0.967,0.302,0.932,0.362,0.920,0.407,0.910,-0.203
O+S,0.760,1.088,1.366,0.089,0.181,0.967,0.342,0.947,0.439,0.931,0.475,0.918,0.169
O+Q+S,0.778,0.623,1.133,0.085,0.214,0.969,0.381,0.945,0.483,0.933,0.527,0.920,0.350
