n,min_risk,max_risk,observed_event_rate,mean_predicted_risk
2695.031856756353,0.0139120334041126,0.0995941510621016,0.05522262405863687,0.04830131491865848
381.2244609316675,0.100132822007972,0.1997135334605644,0.25148933587563027,0.13840804631672635
132.0371424074972,0.203378291848439,0.2984525541981355,0.37659461420618384,0.25837140143357995
58.72124907475632,0.3043797790475037,0.399120865621593,0.43929894545077564,0.3451035279131353
42.75606214236622,0.4009674174606109,0.4845767948589556,0.6149661050281958,0.43510316073134514
33.64467436768759,0.5125027662317903,0.5909772063157347,0.5106942346827285,0.5567247251677314
6.156285759672918,0.6273613014348349,0.6939641425909223,1.0,0.6713112838237716
15.820419851099928,0.7034413946122694,0.7822217242063897,0.6531374578914394,0.741788547231636
27.942481569214717,0.8045055142445591,0.8884570063985369,0.8036140407506593,0.8441076738311926
19.66536713968494,0.9005281230084894,0.948442387214749,1.0,0.9180948293276701
