Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.704,9.857,2.650,0.004,0.014,0.996,--,0.996,--,0.996,--,0.996,ref
O+Q,0.749,4.408,1.713,0.004,0.013,0.997,0.000,0.996,--,0.996,--,0.996,0.661
S,0.816,2.254,1.357,0.004,0.014,0.998,0.021,0.997,0.000,0.996,--,0.996,0.863
O+S,0.837,3.947,1.665,0.004,0.021,0.998,0.030,0.997,0.000,0.996,--,0.996,0.836
O+Q+S,0.875,4.041,1.693,0.004,0.023,0.999,0.041,0.997,0.000,0.996,--,0.996,1.142
