Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.543,-3.452,0.105,0.020,--,0.980,--,0.980,--,0.980,--,0.980,ref
O+Q,0.538,-2.538,0.335,0.020,--,0.980,--,0.980,--,0.980,--,0.980,-0.133
S,0.519,-1.868,0.504,0.020,--,0.980,--,0.980,--,0.980,--,0.980,-0.071
O+S,0.509,-3.673,0.050,0.020,--,0.980,--,0.980,--,0.980,--,0.980,-0.086
O+Q+S,0.730,1.225,1.316,0.020,0.031,0.980,--,0.980,--,0.980,--,0.980,0.719
