Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.576,3.230,1.639,0.013,0.013,--,0.016,0.988,0.149,0.988,--,0.987,ref
O+Q,0.628,0.767,1.105,0.013,0.013,1.000,0.027,0.993,0.008,0.987,--,0.987,0.277
S,0.693,0.784,1.103,0.013,0.018,0.996,0.033,0.994,0.034,0.989,0.199,0.988,0.753
O+S,0.672,0.970,1.151,0.013,0.015,0.996,0.028,0.994,0.043,0.990,0.177,0.987,0.616
O+Q+S,0.707,1.386,1.239,0.013,0.017,0.996,0.030,0.994,0.047,0.990,0.285,0.988,0.698
