Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.601,0.235,0.953,0.027,0.028,1.000,0.037,0.987,0.043,0.985,0.086,0.974,ref
O+Q,0.615,0.333,0.981,0.027,0.028,1.000,0.036,0.989,0.047,0.984,0.073,0.973,0.170
S,0.591,1.990,1.449,0.027,0.028,--,0.028,1.000,0.035,0.979,1.000,0.972,-0.420
O+S,0.598,0.241,0.960,0.027,0.028,1.000,0.035,0.989,0.042,0.983,0.025,0.972,-0.230
O+Q+S,0.599,0.037,0.913,0.027,0.028,--,0.036,0.991,0.044,0.983,0.052,0.973,-0.260
