Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.604,1.868,1.271,0.004,0.000,0.996,--,0.996,--,0.996,--,0.996,ref
O+Q,0.662,3.550,1.565,0.004,0.015,0.997,0.000,0.996,--,0.996,--,0.996,0.246
S,0.816,2.900,1.486,0.004,0.022,0.999,0.022,0.997,0.000,0.996,--,0.996,0.830
O+S,0.815,3.748,1.640,0.004,0.022,0.999,0.029,0.997,0.000,0.996,--,0.996,0.976
O+Q+S,0.808,3.474,1.601,0.004,0.022,0.999,0.048,0.998,0.092,0.997,--,0.996,1.034
