Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.696,1.489,1.326,0.006,0.009,0.998,0.017,0.996,--,0.994,--,0.994,ref
O+Q,0.726,1.249,1.279,0.006,0.010,0.999,0.013,0.995,0.016,0.994,--,0.994,0.424
S,0.600,-0.533,0.906,0.006,0.008,0.997,0.009,0.994,--,0.994,--,0.994,-0.494
O+S,0.682,1.705,1.367,0.006,0.009,0.998,0.015,0.996,--,0.994,--,0.994,-0.176
O+Q+S,0.693,0.691,1.160,0.006,0.009,0.999,0.016,0.996,0.000,0.994,--,0.994,0.078
