n,min_risk,max_risk,observed_event_rate,mean_predicted_risk
13418.03619398909,0.0119166390603661,0.0999050057647355,0.05325753906956529,0.04729313158218652
1871.843690791819,0.1000739949421143,0.1997135334605644,0.2532747088954763,0.13935842585990504
754.524338130203,0.2003717054747992,0.2999967658664487,0.4157513841688191,0.2463648375831644
332.3350222992998,0.3005774019410163,0.3995694613286388,0.5308853670299005,0.3448551023677825
193.0994294160584,0.4000674113079616,0.4988608874438447,0.5823933926954437,0.44455499655085107
129.14733153388553,0.5050618893190651,0.599940531119809,0.7086133196704397,0.5462675521711456
92.81071462628645,0.6010754336997997,0.6979698118747774,0.7103797123870491,0.6468855103339491
85.45177887287561,0.7016607198387098,0.7986938383331289,0.6225258331445565,0.7525456821015153
108.11814888199933,0.8034467166695782,0.8999989023640352,0.9502768662956569,0.8550168152949502
79.63335145853682,0.9005281230084894,0.9589944931589104,1.0,0.9222989183317287
