threshold,nb_model_mean,nb_model_ci_low,nb_model_ci_high
0.02,0.004693491661057786,0.001548299050031357,0.00816398676731275
0.03,0.0024241346623986807,-0.00020159432668502084,0.005289369614437665
0.04,0.0016971884588977268,-0.0007466117933021599,0.004257525513919267
0.05,0.0010245374556596513,-0.0011715808171272395,0.0032935576175925746
0.06,0.00041076334091516315,-0.0014202432950135568,0.002491590144413229
0.07,7.325849740776898e-05,-0.0015758414440165166,0.0019156154751045786
0.08,-8.024218676357868e-05,-0.001505112374607635,0.001638490175455477
0.09,-0.00034455032372430273,-0.00169150220083318,0.0012300074768365088
0.1,-0.0002220018224017533,-0.0015639180795223426,0.0013053980358771883
0.11,-0.00014723436932409157,-0.001491054030107583,0.001343048970361895
0.12,-0.0002093962522074881,-0.0013628152501024729,0.0011511816935614243
0.13,-9.960805243726143e-05,-0.0012699164811669113,0.0012167336610153937
0.14,9.64107541245081e-05,-0.0010095515452538594,0.0014239748386612437
0.15,0.0004087554589777972,-0.0007072896552123769,0.0017205541050791737
0.16,0.000468636067260444,-0.00066583152419825,0.001804468328585087
0.17,0.00024742826836317235,-0.0007222241752072863,0.0013657679589271874
0.18,0.00034284138063853196,-0.0006332319606159625,0.0014908759361625741
0.19,0.0002307391810678532,-0.0005263871933490329,0.0013546140393777592
0.2,0.00028528498489276464,-0.0004808153578544132,0.0013590190477618235
0.21,0.00026457450944949215,-0.0005112467096173507,0.0013485849073332195
0.22,3.606470400495995e-05,-0.0005425007170485531,0.000792322536578237
0.23,1.9737124086828958e-05,-0.000574525552765705,0.0007656336468931484
0.24,0.00010542839240921783,-0.0005061223658221336,0.0008321534711767962
0.25,9.391586377539092e-05,-0.0005342402750344743,0.0008265286845702805
0.26,0.00020024553867238837,-0.0003378683445982812,0.0009333772859097017
0.27,0.0003126539078180985,0.0,0.0009333962549749263
0.28,0.0003126539078180985,0.0,0.0009333962549749263
0.29,0.0003126539078180985,0.0,0.0009333962549749263
0.3,0.0003126539078180985,0.0,0.0009333962549749263
0.31,0.0,0.0,0.0
0.32,0.0,0.0,0.0
0.33,0.0,0.0,0.0
0.34,0.0,0.0,0.0
0.35,0.0,0.0,0.0
