Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.691,-0.704,0.867,0.013,0.052,0.989,0.182,0.988,0.244,0.987,0.327,0.987,ref
O+Q,0.870,0.158,1.136,0.011,0.155,0.994,0.304,0.993,0.377,0.992,0.417,0.992,0.978
S,0.761,-0.147,1.018,0.013,0.062,0.989,0.111,0.988,0.069,0.987,0.000,0.986,-0.030
O+S,0.784,-0.224,0.993,0.013,0.066,0.990,0.088,0.988,0.214,0.988,0.322,0.987,0.230
O+Q+S,0.884,0.177,1.141,0.011,0.157,0.995,0.284,0.993,0.388,0.992,0.388,0.991,1.103
