threshold,nb_model_mean,nb_model_ci_low,nb_model_ci_high
0.02,0.007457061984757883,0.004039050775056669,0.011100084446390195
0.03,0.006921560967042445,0.0037263138378214387,0.010397174284767614
0.04,0.005690431102982955,0.00269985753745652,0.009034484457330696
0.05,0.005631732953419764,0.0027716348095811697,0.008842015439766681
0.06,0.00542054134987777,0.002535949786832871,0.008521270081603999
0.07,0.005217270563719048,0.0024910566653100646,0.008361194448749084
0.08,0.005424455010560674,0.00269295964759134,0.008571976701065192
0.09,0.005327448910610091,0.002550402613529698,0.008307008778542405
0.1,0.0048038178216394615,0.002139960104595979,0.007585248562407166
0.11,0.00457231859388189,0.0020018878175448278,0.007312372434683372
0.12,0.004140732940763564,0.0016238004032671208,0.006757029268149196
0.13,0.004222878324613537,0.0017389344614723203,0.00682082450526065
0.14,0.004133980650358423,0.0016085745622566683,0.006717453193967454
0.15,0.004106702649566013,0.0015809024685827212,0.006693505460739408
0.16,0.0037411963270291425,0.0012785914848190676,0.00634633327035653
0.17,0.0036742039800685923,0.0011907478268622488,0.006268364785811367
0.18,0.003612934960501361,0.0011243559542800554,0.006189393057883257
0.19,0.003556315488269275,0.0010451097413779694,0.006137723022601438
0.2,0.003589115029329798,0.0010578925453359456,0.006187264263849527
0.21,0.003642295847770461,0.0011353901181128097,0.006270096344354544
0.22,0.003426637107426678,0.0008706636592911066,0.006039703325540327
0.23,0.0033749862017445464,0.0009304113533058386,0.005895095323667642
0.24,0.003287458537478513,0.0008267042967352582,0.0058340387034737
0.25,0.0031975968021653897,0.0007198371386378549,0.0057669714051568665
0.26,0.0028058086734722033,0.0003585624371144231,0.005374389070248648
0.27,0.002710989737654949,0.000245500160480707,0.005303164517322836
0.28,0.002293079416169569,-0.00011517703561472918,0.004724590154550234
0.29,0.00214475879459799,-8.874297708888327e-05,0.004614637960142529
0.3,0.0017541403213055078,-0.0004017478036468928,0.00415858028082753
0.31,0.0016613334096129205,-0.0004946576226865748,0.004078929063999412
0.32,0.0015657968828705544,-0.0005880406100865996,0.0039969351643234065
0.33,0.0016343022519563755,-0.000569269108460151,0.004090806463099516
0.34,0.0007994367029803403,-0.0011627398872324408,0.002985897874801859
0.35,0.0005858343013947775,-0.0012833699996185226,0.0026950027264313094
