threshold,nb_model_mean,nb_model_ci_low,nb_model_ci_high
0.02,0.002526537995938136,-0.0003389145093069697,0.005550702745938085
0.03,0.0016310175667183311,-0.0007491307147212078,0.00422742662474551
0.04,0.0012544327317330407,-0.001040015705026504,0.0038037417143199966
0.05,8.627481202657666e-05,-0.0018043385399689272,0.002090189468744948
0.06,0.0002752943967290263,-0.0016096627726765375,0.002235962341484922
0.07,0.0005582748909875323,-0.0013152300095717558,0.0025375195054271552
0.08,0.0009479353668944408,-0.0008505486080194336,0.0029463606025103197
0.09,0.0007963594271448283,-0.0008801952125822402,0.002602629554517752
0.1,0.001070305147237518,-0.00040970128870714706,0.0027832735633716815
0.11,0.0007367990296162297,-0.0005213004481402063,0.002260146657816539
0.12,0.00045249293077295467,-0.00048086193793196947,0.0016818411181592154
0.13,0.00012143011987121683,-0.0003353329445717003,0.0008381970638629357
0.14,0.00010432602434823972,-0.0003653269467695268,0.0008290200951898273
0.15,0.00014090216893942033,-0.0003393993210570754,0.0008768148612591732
0.16,0.00012727107855222357,-0.0003663357751092242,0.0008723245162928763
0.17,0.00017792047463173493,-0.0002798323811181238,0.0009333503841359096
0.18,0.00016825523552223986,-0.0003222224174640954,0.0009333503841359096
0.19,0.0001583513485334979,-0.0003656591213741651,0.0009333503841359096
0.2,0.00014819986437003741,-0.00040064438778120214,0.000933306850391681
0.21,0.00013779138060750182,-0.00042600162751418955,0.000933306850391681
0.22,0.00012711601264592715,-0.00045200905288135626,0.000933306850391681
0.23,0.00011616336239963583,-0.00047869199579052724,0.000933306850391681
0.24,0.00010492248451528448,-0.0005060771214078343,0.000933306850391681
0.25,0.00020205585962462393,-0.00032056095729320733,0.000933380434950024
0.26,0.00019607758674930093,-0.0003378885766063537,0.000933380434950024
0.27,0.00018993552557602396,-0.0003556909252157506,0.000933380434950024
0.28,0.00018362285159237833,-0.000373987783508742,0.000933380434950024
0.29,0.0003126539078180985,0.0,0.0009333962549749263
0.3,0.0003126539078180985,0.0,0.0009333962549749263
0.31,0.0003126539078180985,0.0,0.0009333962549749263
0.32,0.0003126539078180985,0.0,0.0009333962549749263
0.33,0.0003126539078180985,0.0,0.0009333962549749263
0.34,0.0003126539078180985,0.0,0.0009333962549749263
0.35,0.0003126539078180985,0.0,0.0009333962549749263
