threshold,nb_model_mean,nb_model_ci_low,nb_model_ci_high
0.02,0.007538408887195032,0.004206410908817952,0.01121325061458949
0.03,0.006772343153588151,0.0036621654254260227,0.010187722113949168
0.04,0.006662349747056877,0.0035922413111074175,0.010119107804507177
0.05,0.006106027155613984,0.0030420670934657055,0.009425699308750299
0.06,0.005839143860289043,0.0029433101535756767,0.009082340154702703
0.07,0.0060661233580045475,0.003190222007508517,0.009326296581406891
0.08,0.005769220894452684,0.002939120362667247,0.009007809040906005
0.09,0.005405882534445483,0.0026513802044344646,0.00848495324302245
0.1,0.004836477728903827,0.0021163181865942737,0.007789243386493269
0.11,0.004860545764743702,0.002135631481879737,0.007675214094972771
0.12,0.004606248411949552,0.0020160767973467376,0.0073594807584309845
0.13,0.004535056658145697,0.00197216335228428,0.007325726550032905
0.14,0.004574164487674346,0.002005344790734753,0.007326969628943555
0.15,0.004396273653618127,0.0018434854930172502,0.00722202279769236
0.16,0.004446146803247752,0.001885967236355417,0.007199536781205955
0.17,0.003836911254849495,0.001356784897651312,0.006422281094239485
0.18,0.003786312190272048,0.001297026737589983,0.006400856647363493
0.19,0.00336669890184314,0.0009675702932887297,0.0059092086185325784
0.2,0.0029380735853907947,0.0006185306399276602,0.005414567517548353
0.21,0.0029910625256733673,0.000688767655056082,0.005424240089981043
0.22,0.0027397936128602746,0.0005348713668632113,0.0050538297431790245
0.23,0.0022440282527295885,0.00013219494352691253,0.004512401833119765
0.24,0.0015361301966586964,-0.000519116344724128,0.0036463570953020126
0.25,0.0015406467552721253,-0.0005550695562207519,0.003694236981623572
0.26,0.0016669557532554633,-0.0003950889770127823,0.0037512397443360255
0.27,0.0013995637495600143,-0.0006842127263677472,0.0034339441333889015
0.28,0.0018077845324710933,-0.00011722246754637912,0.00390430371239974
0.29,0.0017445040161032114,-0.00019842216898506053,0.003845091454715374
0.3,0.0015143706862223575,-0.0002933647647405179,0.003536725034771305
0.31,0.0014544109523507308,-0.0003662040646286024,0.0035164806214351106
0.32,0.001098353510499748,-0.000593497367377671,0.0030420914213773243
0.33,0.0011922082538308463,-0.0005248066349669202,0.0031581109759200765
0.34,0.0011339440326582433,-0.0006050279910128465,0.003104699944327083
0.35,0.0010738870662187934,-0.0006869566106690662,0.0030487018262702827
