threshold,nb_model_mean,nb_model_ci_low,nb_model_ci_high
0.02,0.0033974175277788057,0.0004997206742551192,0.006506352976043643
0.03,0.0022976544102228185,-0.0001848533010462994,0.005194615942849122
0.04,0.0014638971887201153,-0.0006676481267344427,0.0038410124659801386
0.05,0.0006465050032667492,-0.0011377275124930214,0.0026994757228342926
0.06,0.0007413593310703168,-0.0010474267855648649,0.002817975900352077
0.07,8.574977964726416e-05,-0.001415087040179557,0.0017303891268602401
0.08,0.0002454679928317227,-0.0012263362618673318,0.0019080194048423525
0.09,0.00010463961203270572,-0.0012610882848382782,0.0017142567167560544
0.1,0.00017997542096557397,-0.0012071761852523982,0.0017853936686977562
0.11,0.0003534646935378158,-0.0010750191650665047,0.001961999210282422
0.12,-0.00019374785527251159,-0.0013112932759427236,0.0012012259940778556
0.13,-0.00048461280685172615,-0.0012694829650302004,0.0005505977509926062
0.14,-0.00037668424154077286,-0.001200099103113593,0.0006681596248467918
0.15,-0.0004265698069161276,-0.001074816544735707,0.0003676046550119829
0.16,-0.00023958760558093312,-0.0008548379165383724,0.0005669573201710891
0.17,-1.912430772478402e-05,-0.0005909122649611383,0.0007363987937172085
0.18,2.955600561866154e-05,-0.0005628735735580517,0.0007926239965916008
0.19,0.00016150965141270847,-0.00030082568401918033,0.0008683224790672898
0.2,-0.00016108795748469184,-0.0004007527007934903,0.0
0.21,-0.00017128339783182433,-0.00042611679578042,0.0
0.22,-9.150316654623219e-05,-0.0002712866347678901,0.0
0.23,-9.690477023845373e-05,-0.00028730119408122473,0.0
0.24,-0.00010244852139626008,-0.000303737189165963,0.0
0.25,-0.0001081401059182745,-0.00032061147745296095,0.0
0.26,0.0,0.0,0.0
0.27,0.0,0.0,0.0
0.28,0.0,0.0,0.0
0.29,0.0,0.0,0.0
0.3,0.0,0.0,0.0
0.31,0.0,0.0,0.0
0.32,0.0,0.0,0.0
0.33,0.0,0.0,0.0
0.34,0.0,0.0,0.0
0.35,0.0,0.0,0.0
