Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.530,-4.251,-0.683,0.073,0.077,0.892,1.000,0.922,--,0.922,--,0.922,ref
O+Q,0.553,-2.957,-0.187,0.073,0.075,0.884,0.061,0.921,--,0.922,--,0.922,0.161
S,0.533,-2.412,0.020,0.072,0.078,0.918,0.039,0.921,--,0.922,--,0.922,0.141
O+S,0.531,-3.145,-0.259,0.072,0.080,0.954,0.050,0.921,--,0.922,--,0.922,0.074
O+Q+S,0.705,0.166,1.031,0.069,0.114,1.000,0.118,0.944,0.261,0.926,0.278,0.922,0.658
