threshold,nb_model_mean,nb_model_ci_low,nb_model_ci_high
0.005,0.0012451140324820518,-0.0003984872092973524,0.003154408033656205
0.01,0.000567582462539464,-0.000662830054395022,0.002111799996586353
0.015,0.00019932288505562464,-0.0007102413054117909,0.0014146605492470253
0.02,-6.889207017638366e-05,-0.000479609356091977,0.0007839042126206309
0.025,8.795451032814254e-05,-0.0003151366810810594,0.0009666534682999976
0.03,-0.00014786701465063909,-0.00023476137876441095,-6.709164379508666e-05
0.035,-8.100544126321188e-05,-0.00015731886630033007,-2.622015816447752e-05
0.04,-6.151762051547387e-05,-0.00012092574153029181,-1.5059021313602348e-05
0.045,0.0,0.0,0.0
0.05,0.0,0.0,0.0
0.055,0.0,0.0,0.0
0.06,0.0,0.0,0.0
0.065,0.0,0.0,0.0
0.07,0.0,0.0,0.0
0.075,0.0,0.0,0.0
0.08,0.0,0.0,0.0
0.085,0.0,0.0,0.0
0.09,0.0,0.0,0.0
0.095,0.0,0.0,0.0
0.1,0.0,0.0,0.0
