threshold,nb_model_mean,nb_model_ci_low,nb_model_ci_high
0.005,0.0012401925833638422,-0.000429573000662838,0.003140234822328023
0.01,0.0009111435443829941,-0.0004249334930694493,0.0024751346144557917
0.015,0.0009627869797533779,-0.0003022201889681008,0.0024406122840103
0.02,-0.00037804820270308454,-0.0004795863128097414,-0.00027305891230049894
0.025,-0.00023254696351956264,-0.000324787004303138,-0.00013906480407750355
0.03,-0.0001372339357755181,-0.00022358627542233767,-6.707220995991509e-05
0.035,-6.736898843620277e-05,-0.0001311290665284575,-1.311340883974937e-05
0.04,-4.58369489085522e-05,-0.00010543830362814093,0.0
0.045,-5.183654955103297e-05,-0.00011923912871035832,0.0
0.05,-3.891034757281112e-05,-9.515424609725064e-05,0.0
0.055,-2.177696906371716e-05,-6.313987329860881e-05,0.0
0.06,-2.3883058915140532e-05,-6.924624402381276e-05,0.0
0.065,0.0,0.0,0.0
0.07,0.0,0.0,0.0
0.075,0.0,0.0,0.0
0.08,0.0,0.0,0.0
0.085,0.0,0.0,0.0
0.09,0.0,0.0,0.0
0.095,0.0,0.0,0.0
0.1,0.0,0.0,0.0
