Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.589,-0.769,0.674,0.070,0.083,0.957,0.113,0.931,--,0.924,--,0.924,ref
O+Q,0.682,0.283,1.106,0.068,0.103,0.969,0.136,0.944,0.160,0.929,0.223,0.925,0.517
S,0.600,1.023,1.385,0.070,0.077,0.936,0.123,0.928,--,0.924,--,0.924,-0.001
O+S,0.611,0.291,1.097,0.069,0.082,0.954,0.124,0.932,0.476,0.924,--,0.924,0.208
O+Q+S,0.769,0.276,1.129,0.064,0.127,0.981,0.183,0.962,0.233,0.948,0.292,0.940,0.776
