n,min_risk,max_risk,observed_event_rate,mean_predicted_risk
16669.168343038975,0.0011087109879808,0.0996613502570316,0.008182526062903492,0.010871510669536193
198.1699643813658,0.1004013505814065,0.1999971102722535,0.2107637744394432,0.13930581519859406
79.47803071008812,0.2010496668166854,0.2975113685921723,0.38073829971880124,0.2498684425813633
45.89892162323821,0.3009026883558043,0.3987500023091055,0.4042743066730834,0.34374682459951816
31.68094396953239,0.4000042336554656,0.498410507210949,0.689291452427281,0.44676000203568034
14.78991738826403,0.5219635381611418,0.5864137797329156,0.70419667735363,0.5536879631102999
14.042719075755489,0.6014345013918474,0.6980123873867687,0.2990289107541288,0.6606321479266379
9.688405551155178,0.7016835078330789,0.7782587996861248,0.3226584061720783,0.7177508681558535
1.0637508897044454,0.8642467702033897,0.8642467702033897,1.0,0.8642467702033897
1.019003371937286,0.9192460033428193,0.9192460033428193,1.0,0.9192460033428193
