Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.587,-0.122,0.861,0.124,0.145,0.438,0.162,0.898,0.220,0.885,0.245,0.862,ref
O+Q,0.649,-0.184,0.835,0.121,0.154,0.926,0.187,0.910,0.236,0.902,0.282,0.881,0.353
S,0.588,0.605,1.264,0.125,0.148,--,0.147,0.846,0.203,0.875,0.691,0.855,-0.113
O+S,0.609,0.008,0.942,0.123,0.147,0.783,0.164,0.901,0.216,0.886,0.258,0.864,0.074
O+Q+S,0.750,0.167,1.055,0.111,0.174,0.964,0.219,0.937,0.290,0.930,0.369,0.917,0.724
