Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.648,-1.282,0.793,0.005,0.007,0.998,0.010,0.996,0.000,0.995,--,0.995,ref
O+Q,0.655,-0.994,0.849,0.005,0.007,0.997,0.008,0.996,0.013,0.995,--,0.995,0.093
S,0.603,-0.522,0.948,0.005,0.006,0.996,0.012,0.996,0.000,0.995,--,0.995,0.018
O+S,0.655,-0.424,0.969,0.005,0.007,0.998,0.013,0.997,0.000,0.995,--,0.995,0.134
O+Q+S,0.658,-0.732,0.903,0.005,0.006,0.996,0.010,0.996,0.016,0.995,--,0.995,0.108
