threshold,strategy,net_benefit,model
0.005,O,0.01413238755679845,O
0.01,O,0.009927028067991072,O
0.015,O,0.006899241391397167,O
0.02,O,0.005805572176361757,O
0.025,O,0.004166104177949476,O
0.03,O,0.0021229340348621877,O
0.035,O,0.0005446871085308424,O
0.04,O,1.6455069340719816e-05,O
0.045,O,1.37365904597359e-05,O
0.05,O,0.0,O
0.055,O,0.0,O
0.06,O,0.0,O
0.065,O,0.0,O
0.07,O,0.0,O
0.075,O,0.0,O
0.08,O,0.0,O
0.085,O,0.0,O
0.09,O,0.0,O
0.095,O,0.0,O
0.1,O,0.0,O
0.005,Treat all,0.01413238755679845,O
0.01,Treat all,0.009153258201024705,O
0.015,Treat all,0.004123579308644121,O
0.02,Treat all,-0.0009574228377403488,O
0.025,Treat all,-0.006090537826651841,O
0.03,Treat all,-0.011276571526789219,O
0.035,Treat all,-0.016516346508793314,O
0.04,Treat all,-0.021810702480193275,O
0.045,Treat all,-0.027160496734016278,O
0.05,Treat all,-0.032566604611563736,O
0.055,Treat all,-0.03802991997987888,O
0.06,Treat all,-0.0435513557244527,O
0.065,Treat all,-0.049131844257738554,O
0.07,Treat all,-0.054772338044070494,O
0.075,Treat all,-0.06047381014160599,O
0.08,Treat all,-0.06623725476194081,O
0.085,Treat all,-0.07206368784807163,O
0.09,Treat all,-0.07795414767141268,O
0.095,Treat all,-0.0839096954486028,O
0.1,Treat all,-0.08993141597887283,O
0.005,Treat none,0.0,O
0.01,Treat none,0.0,O
0.015,Treat none,0.0,O
0.02,Treat none,0.0,O
0.025,Treat none,0.0,O
0.03,Treat none,0.0,O
0.035,Treat none,0.0,O
0.04,Treat none,0.0,O
0.045,Treat none,0.0,O
0.05,Treat none,0.0,O
0.055,Treat none,0.0,O
0.06,Treat none,0.0,O
0.065,Treat none,0.0,O
0.07,Treat none,0.0,O
0.075,Treat none,0.0,O
0.08,Treat none,0.0,O
0.085,Treat none,0.0,O
0.09,Treat none,0.0,O
0.095,Treat none,0.0,O
0.1,Treat none,0.0,O
0.005,O+Q,0.014121665958448413,O+Q
0.01,O+Q,0.009615587078759591,O+Q
0.015,O+Q,0.006471509026604083,O+Q
0.02,O+Q,0.005292246123809901,O+Q
0.025,O+Q,0.0029833935654222624,O+Q
