Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@5%,NPV@5%,PPV@10%,NPV@10%,PPV@15%,NPV@15%,PPV@20%,NPV@20%,NRI
O,0.715,-0.049,0.945,0.017,0.075,0.985,0.119,0.983,0.000,0.982,--,0.982,ref
O+Q,0.934,1.298,1.397,0.014,0.234,0.994,0.372,0.991,0.460,0.989,0.502,0.988,1.301
S,0.765,0.957,1.204,0.017,0.135,0.988,0.157,0.983,--,0.982,--,0.982,0.040
O+S,0.765,0.209,1.013,0.017,0.110,0.988,0.168,0.985,0.295,0.984,0.142,0.982,0.468
O+Q+S,0.936,1.215,1.361,0.014,0.237,0.994,0.392,0.991,0.489,0.989,0.548,0.988,1.300
