Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.654,-0.089,0.909,0.014,0.016,0.993,0.023,0.994,0.024,0.987,--,0.986,ref
O+Q,0.657,-0.068,0.911,0.014,0.017,0.995,0.024,0.992,0.030,0.988,0.000,0.986,-0.004
S,0.595,-0.550,0.809,0.014,0.015,0.996,0.018,0.989,0.018,0.986,--,0.986,-0.259
O+S,0.643,-0.065,0.912,0.014,0.016,0.995,0.020,0.990,0.031,0.988,--,0.986,-0.204
O+Q+S,0.646,-0.014,0.925,0.014,0.016,0.995,0.023,0.992,0.035,0.988,0.000,0.986,-0.092
