Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.618,-0.101,0.935,0.022,0.022,--,0.024,0.988,0.034,0.984,0.091,0.979,ref
O+Q,0.669,0.363,1.062,0.022,0.023,1.000,0.024,0.984,0.043,0.988,0.106,0.981,0.447
S,0.595,0.487,1.093,0.022,0.022,--,0.022,--,0.031,0.981,0.067,0.978,-0.196
O+S,0.646,0.672,1.137,0.022,0.022,--,0.024,0.988,0.038,0.986,0.078,0.978,0.117
O+Q+S,0.699,1.454,1.358,0.022,0.022,--,0.025,0.990,0.043,0.989,0.097,0.980,0.376
