Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.622,0.513,1.077,0.047,0.050,--,0.050,--,0.054,0.988,0.103,0.963,ref
O+Q,0.678,1.308,1.330,0.046,0.050,--,0.050,--,0.060,0.988,0.118,0.965,0.351
S,0.556,2.434,1.682,0.047,0.050,--,0.050,--,0.050,1.000,0.089,0.955,-0.359
O+S,0.603,1.254,1.307,0.047,0.050,--,0.050,--,0.053,1.000,0.097,0.960,-0.213
O+Q+S,0.660,1.444,1.382,0.046,0.050,--,0.050,--,0.054,0.976,0.118,0.967,0.185
