Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.668,4.771,2.088,0.020,0.021,--,0.024,0.996,0.077,0.987,--,0.979,ref
O+Q,0.678,4.556,2.035,0.020,0.021,--,0.022,1.000,0.064,0.988,0.143,0.979,-0.138
S,0.605,3.695,1.838,0.021,0.021,--,0.021,--,0.057,0.986,--,0.979,-0.307
O+S,0.675,4.806,2.109,0.020,0.021,--,0.022,1.000,0.053,0.985,--,0.979,-0.147
O+Q+S,0.687,4.571,2.055,0.020,0.021,--,0.021,1.000,0.052,0.985,0.000,0.979,-0.126
