Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.478,-5.915,-0.145,0.006,0.005,0.994,0.015,0.994,--,0.994,--,0.994,ref
O+Q,0.697,2.926,1.558,0.006,0.010,0.998,0.007,0.994,--,0.994,--,0.994,0.682
S,0.674,0.123,1.011,0.006,0.010,0.997,0.016,0.995,0.000,0.994,--,0.994,0.764
O+S,0.676,0.627,1.110,0.006,0.011,0.997,0.013,0.995,0.000,0.994,--,0.994,0.744
O+Q+S,0.719,1.088,1.205,0.006,0.010,0.997,0.023,0.996,0.000,0.994,--,0.994,0.780
