Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.459,-5.269,-0.210,0.014,0.013,0.983,0.014,0.987,0.180,0.987,--,0.986,ref
O+Q,0.581,0.760,1.083,0.014,0.014,1.000,0.020,0.990,0.025,0.986,--,0.986,0.539
S,0.681,0.793,1.068,0.013,0.021,0.995,0.031,0.992,0.060,0.990,0.067,0.987,0.931
O+S,0.692,0.921,1.096,0.013,0.021,0.995,0.034,0.993,0.062,0.990,0.107,0.987,0.939
O+Q+S,0.712,1.011,1.121,0.013,0.021,0.996,0.037,0.994,0.065,0.991,0.031,0.986,0.757
