threshold,nb_model_mean,nb_model_ci_low,nb_model_ci_high
0.02,0.01983515411676466,0.014502524498173306,0.025435874155737552
0.03,0.017231340109069262,0.011956825899962577,0.02269770445755127
0.04,0.015314796985321493,0.010439316249175714,0.02062367239493749
0.05,0.015245964172317179,0.010506814329222722,0.020534412153014832
0.06,0.014939271967161313,0.010255644726159283,0.020130733326443006
0.07,0.014535724740337853,0.009874699846570802,0.019797955052972084
0.08,0.012746839843691854,0.008153892246792017,0.01763742897722541
0.09,0.012085874722219524,0.007641628878529636,0.016988118094850763
0.1,0.01143501010600233,0.007128172828784321,0.016108031396801822
0.11,0.011626579503864313,0.007451278663078542,0.016263004379189004
0.12,0.010931623249387418,0.0070134608487677705,0.015311025851501346
0.13,0.010842575109505596,0.006927535585644529,0.015244274769092384
0.14,0.01023298012130696,0.006162611788117227,0.014747619175585636
0.15,0.009394437336710254,0.005487168695303703,0.013683737002002126
0.16,0.009112571191494166,0.0053525563116968424,0.013493749570782997
0.17,0.009076109306734394,0.00541133481195936,0.013405836912415623
0.18,0.008456915770635048,0.00488161594796872,0.012611004653503285
0.19,0.007216368902290507,0.0036394694052623655,0.011186011600621002
0.2,0.007282733880186025,0.003762459156071065,0.01116557820275101
0.21,0.007248079551890731,0.003687822430700019,0.011052649806616702
0.22,0.007173562623457106,0.0036728941386463534,0.01098627645113256
0.23,0.0070162139682908384,0.0035399160482914656,0.0109353897261659
0.24,0.006877693174671573,0.0033876237699633667,0.010798601466875463
0.25,0.006859341437218209,0.0034060033494382573,0.010717581641874455
0.26,0.006672009932038668,0.0033233281611433165,0.010363327859137472
0.27,0.006189524594311449,0.0028857681988470685,0.009934728430391145
0.28,0.006198385737526151,0.002777230353251029,0.00994091112192591
0.29,0.006067921185991868,0.002641632680955796,0.009834791904443547
0.3,0.005728838966198716,0.0022689622974991605,0.009523474578714063
0.31,0.005597869407294577,0.0021253396102174503,0.009407839640471583
0.32,0.005156996245427695,0.0017027564835445724,0.008890813404596352
0.33,0.005183199483531681,0.0017167722115103094,0.008814495306368783
0.34,0.004719564841046829,0.0012256052456863858,0.008309634883904739
0.35,0.004579920797636304,0.00106657265964875,0.008203197566818638
