Model,C_td,Cal_Intercept,Cal_Slope,Brier,PPV@0%,NPV@0%,PPV@1%,NPV@1%,PPV@2%,NPV@2%,PPV@5%,NPV@5%,NRI
O,0.649,0.993,1.239,0.009,0.009,0.997,0.019,0.994,0.024,0.992,--,0.991,ref
O+Q,0.645,-1.031,0.783,0.009,0.011,0.997,0.015,0.994,0.016,0.992,0.000,0.991,0.129
S,0.622,0.694,1.172,0.009,0.009,--,0.015,0.994,0.022,0.992,--,0.991,-0.254
O+S,0.665,1.708,1.396,0.009,0.009,1.000,0.016,0.994,0.031,0.992,--,0.991,0.051
O+Q+S,0.640,0.553,1.138,0.009,0.009,1.000,0.016,0.994,0.027,0.992,--,0.991,-0.171
