threshold,nb_model_mean,nb_model_ci_low,nb_model_ci_high
0.005,0.0033622785462487843,0.0001039871976081996,0.007173979562211253
0.01,0.00038652165318682247,-0.0020662717055839586,0.0033492949043480436
0.015,-0.000875932056799761,-0.001410130117997986,-0.0001400834275050147
0.02,-0.0004109685633661776,-0.0006643222846808835,-0.00018600339708090048
0.025,-0.00027565961773011433,-0.0005114104108210569,-9.025777988835367e-05
0.03,0.0,0.0,0.0
0.035,0.0,0.0,0.0
0.04,0.0,0.0,0.0
0.045,0.0,0.0,0.0
0.05,0.0,0.0,0.0
0.055,0.0,0.0,0.0
0.06,0.0,0.0,0.0
0.065,0.0,0.0,0.0
0.07,0.0,0.0,0.0
0.075,0.0,0.0,0.0
0.08,0.0,0.0,0.0
0.085,0.0,0.0,0.0
0.09,0.0,0.0,0.0
0.095,0.0,0.0,0.0
0.1,0.0,0.0,0.0
