threshold,strategy,net_benefit,model
0.005,O,0.004821440275747508,O
0.01,O,0.0022724027133982664,O
0.015,O,0.000868845516862015,O
0.02,O,0.00016769697761116482,O
0.025,O,-0.00012020499854308568,O
0.03,O,-5.560444591591667e-05,O
0.035,O,-3.3908148124338276e-05,O
0.04,O,-1.7978770846146394e-05,O
0.045,O,-1.3554675402330264e-05,O
0.05,O,-1.5140017554649594e-05,O
0.055,O,-8.371067907200437e-06,O
0.06,O,-9.18064894271305e-06,O
0.065,O,-4.999444299463168e-06,O
0.07,O,-5.4129632655064416e-06,O
0.075,O,-5.830952706858288e-06,O
0.08,O,-6.253485511703092e-06,O
0.085,O,-6.680636161409588e-06,O
0.09,O,0.0,O
0.095,O,0.0,O
0.1,O,0.0,O
0.005,Treat all,0.004680790664192859,O
0.01,Treat all,-0.0003460740294223292,O
0.015,Treat all,-0.005423972882363558,O
0.02,Treat all,-0.010553687029722559,O
0.025,Treat all,-0.01573601362987498,O
0.03,Treat all,-0.020971766277451655,O
0.035,Treat all,-0.0262617754291483,O
0.04,Treat all,-0.03160688884284178,O
0.045,Treat all,-0.03700797203050064,O
0.05,Treat all,-0.04246590872539801,O
0.055,Treat all,-0.04798160136415673,O
0.06,Treat all,-0.05355597158417884,O
0.065,Treat all,-0.059189960737035405,O
0.07,Treat all,-0.06488453041841734,O
0.075,Treat all,-0.07064066301527362,O
0.08,Treat all,-0.07645936227079142,O
0.085,Treat all,-0.08234165386789957,O
0.09,Treat all,-0.0882885860320089,O
0.095,Treat all,-0.0943012301537327,O
0.1,Treat all,-0.10038068143236457,O
0.005,Treat none,0.0,O
0.01,Treat none,0.0,O
0.015,Treat none,0.0,O
0.02,Treat none,0.0,O
0.025,Treat none,0.0,O
0.03,Treat none,0.0,O
0.035,Treat none,0.0,O
0.04,Treat none,0.0,O
0.045,Treat none,0.0,O
0.05,Treat none,0.0,O
0.055,Treat none,0.0,O
0.06,Treat none,0.0,O
0.065,Treat none,0.0,O
0.07,Treat none,0.0,O
0.075,Treat none,0.0,O
0.08,Treat none,0.0,O
0.085,Treat none,0.0,O
0.09,Treat none,0.0,O
0.095,Treat none,0.0,O
0.1,Treat none,0.0,O
0.005,O+Q,0.004843913939892393,O+Q
0.01,O+Q,0.00216209833787216,O+Q
0.015,O+Q,0.0011227848351013348,O+Q
0.02,O+Q,0.0001922376664062913,O+Q
0.025,O+Q,-0.00030921593033418843,O+Q
